OTU;C.Tu;C.Td;T.TTu;T.TTd;TT.CTu;TT.CTd;model.StARS_0.08;ASV total abundance;ASV total abundance (log10);Prevalence
;;;;;;;;627;2.797267541;86.66666667
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;17;1.230448921;13.33333333
;;;;;;;;57;1.755874856;26.66666667
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;41;1.612783857;40
;;;;;;;;285;2.45484486;93.33333333
;;;;;;;;32;1.505149978;80
;;;;;;;;21;1.322219295;66.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;234;2.369215857;40
;;;;;;;;1;0;6.666666667
;;;;;;;;97;1.986771734;46.66666667
;;;;;;;;9;0.954242509;20
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;32;1.505149978;53.33333333
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;1061;3.025715384;93.33333333
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;272;2.434568904;80
;;;;;;;;20;1.301029996;33.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;342;2.534026106;80
;;;;;;;;19;1.278753601;46.66666667
;;;;;;;;6854;3.8359441;100
;;;;;;;;11;1.041392685;20
;;;;;;;;103;2.012837225;93.33333333
;;;;;;;;22;1.342422681;40
;;;;;;;;90;1.954242509;20
;;;;;;;;51;1.707570176;53.33333333
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;133;2.123851641;86.66666667
;;;;;;;;58;1.763427994;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;1542;3.188084374;66.66666667
;;;;;;;;93;1.968482949;60
;;;;;;;;58;1.763427994;53.33333333
;;;;;;;;14;1.146128036;20
;;;;;;;;1;0;6.666666667
;;;;;;;;7;0.84509804;40
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;8;0.903089987;20
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;121;2.08278537;53.33333333
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;13;1.113943352;20
;;;;;;;;54;1.73239376;100
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;213;2.328379603;86.66666667
;;;;;;;;75;1.875061263;20
;;;;;;;;41;1.612783857;20
;;;;;;;;309;2.489958479;66.66666667
;;;;;;;;47;1.672097858;40
;;;;;;;;195;2.290034611;73.33333333
;;;;;;;;33;1.51851394;46.66666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;43;1.633468456;20
;;;;;;;;77;1.886490725;73.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;10;1;20
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;79;1.897627091;80
;;;;;;;;95;1.977723605;6.666666667
;;;;;;;;362;2.558708571;73.33333333
;;;;;;;;123;2.089905111;66.66666667
;;;;;;;;191;2.281033367;46.66666667
;;;;;;;;79;1.897627091;26.66666667
;;;;;;;;106;2.025305865;80
;;;;;;;;31;1.491361694;13.33333333
;;;;;;;;84;1.924279286;6.666666667
;;;;;;;;222;2.346352974;100
;;;;;;;;15;1.176091259;80
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;222;2.346352974;100
;;;;;;;;23;1.361727836;33.33333333
;;;;;;;;12;1.079181246;26.66666667
;;;;;;;;56;1.748188027;60
;;;;;;;;31;1.491361694;13.33333333
;;;;;;;;69;1.838849091;60
;;;;;;;;5515;3.741545517;100
;;;;;;;;10;1;13.33333333
;;;;;;;;18;1.255272505;20
;;;;;;;;111;2.045322979;46.66666667
;;;;;;;;72;1.857332496;86.66666667
;;;;;;;;62;1.792391689;20
;;;;;;;;1;0;6.666666667
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;37;1.568201724;73.33333333
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;4282;3.631646663;100
;;;;;;;;4;0.602059991;20
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;98;1.991226076;93.33333333
;;;;;;;;44;1.643452676;66.66666667
;;;;;;;;39;1.591064607;46.66666667
;;;;;;;;235;2.371067862;73.33333333
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;65;1.812913357;80
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;132;2.120573931;80
;;;;;;;;5;0.698970004;20
;;;;;;;;840;2.924279286;100
;;;;;;;;1;0;6.666666667
;;;;;;;;101;2.004321374;66.66666667
;;;;;;;;26;1.414973348;66.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;9;0.954242509;40
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;244;2.387389826;93.33333333
;;;;;;;;178;2.250420002;86.66666667
;;;;;;;;28;1.447158031;40
;;;;;;;;16;1.204119983;60
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;31;1.491361694;60
;;;;;;;;68;1.832508913;40
;;;;;;;;42;1.62324929;60
;;;;;;;;12;1.079181246;20
;;;;;;;;234;2.369215857;93.33333333
;;;;;;;;211;2.324282455;66.66666667
;;;;;;;;312;2.494154594;80
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;67;1.826074803;46.66666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;92;1.963787827;60
;;;;;;;;26;1.414973348;20
;;;;;;;;164;2.214843848;46.66666667
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;27;1.431363764;13.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;3116;3.493597449;93.33333333
;;;;;;;;136;2.133538908;20
;;;;;;;;23;1.361727836;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;88;1.944482672;13.33333333
;;;;;;;;34;1.531478917;6.666666667
;;;;;;;;27;1.431363764;40
;;;;;;;;291;2.463892989;33.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;850;2.929418926;100
;;;;;;;;1657;3.219322508;60
;;;;;;;;14;1.146128036;53.33333333
;;;;;;;;160;2.204119983;93.33333333
;;;;;;;;22;1.342422681;66.66666667
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;49;1.69019608;20
;;;;;;;;118;2.071882007;40
;;;;;;;;25;1.397940009;53.33333333
;;;;;;;;57;1.755874856;13.33333333
;;;;;;;;413;2.615950052;86.66666667
;;;;;;;;15;1.176091259;46.66666667
;;;;;;;;47;1.672097858;26.66666667
;;;;;;;;19;1.278753601;20
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;495;2.694605199;93.33333333
;;;;;;;;775;2.889301703;93.33333333
;;;;;;;;54;1.73239376;26.66666667
;;;;;;;;17;1.230448921;60
;;;;;;;;54;1.73239376;73.33333333
;;;;;;;;34;1.531478917;46.66666667
;;;;;;;;76;1.880813592;53.33333333
;;;;;;;;146;2.164352856;93.33333333
;;;;;;;;9;0.954242509;46.66666667
;;;;;;;;8;0.903089987;20
;;;;;;;;44;1.643452676;13.33333333
;;;;;;;;80;1.903089987;80
;;;;;;;;3;0.477121255;20
;;;;;;;;1;0;6.666666667
;;;;;;;;273;2.436162647;86.66666667
;;;;;;;;49;1.69019608;33.33333333
;;;;;;;;68;1.832508913;60
;;;;;;;;1;0;6.666666667
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;29;1.462397998;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;40;1.602059991;13.33333333
;;;;;;;;48;1.681241237;26.66666667
;;;;;;;;28;1.447158031;46.66666667
;;;;;;;;434;2.63748973;86.66666667
;;;;;;;;72;1.857332496;73.33333333
;;;;;;;;61;1.785329835;86.66666667
;;;;;;;;867;2.938019097;66.66666667
;;;;;;;;117;2.068185862;20
;;;;;;;;6;0.77815125;6.666666667
;;;;;;;;59;1.770852012;13.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;606;2.782472624;86.66666667
;;;;;;;;158;2.198657087;100
;;;;;;;;261;2.416640507;100
;;;;;;;;107;2.029383778;86.66666667
;;;;;;;;191;2.281033367;73.33333333
;;;;;;;;104;2.017033339;53.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;110;2.041392685;33.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;644;2.808885867;80
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;51;1.707570176;33.33333333
;;;;;;;;2017;3.304705898;93.33333333
;;;;;;;;168;2.225309282;80
;;;;;;;;33;1.51851394;13.33333333
;;;;;;;;16;1.204119983;40
;;;;;;;;14;1.146128036;40
;;;;;;;;51;1.707570176;46.66666667
;;;;;;;;76;1.880813592;20
;;;;;;;;45;1.653212514;13.33333333
;;;;;;;;41;1.612783857;80
;;;;;;;;329;2.517195898;93.33333333
;;;;;;;;187;2.271841607;60
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;19;1.278753601;13.33333333
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;221;2.344392274;86.66666667
;;;;;;;;31;1.491361694;13.33333333
;;;;;;;;1451;3.161667412;100
;;;;;;;;237;2.374748346;40
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;35;1.544068044;26.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;31;1.491361694;66.66666667
;;;;;;;;9;0.954242509;20
;;;;;;;;18;1.255272505;20
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;14;1.146128036;26.66666667
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;36;1.556302501;40
;;;;;;;;81;1.908485019;66.66666667
;;;;;;;;59;1.770852012;53.33333333
;;;;;;;;17;1.230448921;60
;;;;;;;;6788;3.831741834;93.33333333
;;;;;;;;25;1.397940009;66.66666667
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;10739;4.030963842;100
;;;;;;;;49;1.69019608;73.33333333
;;;;;;;;31;1.491361694;40
;;;;;;;;464;2.666517981;86.66666667
;;;;;;;;37;1.568201724;13.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;16;1.204119983;46.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;28;1.447158031;53.33333333
;;;;;;;;908;2.958085849;86.66666667
;;;;;;;;70;1.84509804;6.666666667
;;;;;;;;5;0.698970004;20
;;;;;;;;56;1.748188027;33.33333333
;;;;;;;;12;1.079181246;53.33333333
;;;;;;;;151;2.178976947;73.33333333
;;;;;;;;3161;3.499824496;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;121;2.08278537;46.66666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;92;1.963787827;93.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;34;1.531478917;60
;;;;;;;;7;0.84509804;40
;;;;;;;;9;0.954242509;40
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;43;1.633468456;46.66666667
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;74275;4.87084266;100
;;;;;;;;1280;3.10720997;100
;;;;;;;;52;1.716003344;53.33333333
;;;;;;;;27;1.431363764;20
;;;;;;;;64;1.806179974;86.66666667
;;;;;;;;182;2.260071388;86.66666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;44;1.643452676;80
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;60;1.77815125;60
;;;;;;;;24;1.380211242;40
;;;;;;;;22;1.342422681;20
;;;;;;;;267;2.426511261;86.66666667
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;34;1.531478917;46.66666667
;;;;;;;;25;1.397940009;46.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;36;1.556302501;6.666666667
;;;;;;;;161;2.206825876;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;70;1.84509804;20
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;48;1.681241237;40
;;;;;;;;125;2.096910013;46.66666667
;;;;;;;;160;2.204119983;80
;;;;;;;;26;1.414973348;33.33333333
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;58;1.763427994;80
;;;;;;;;59;1.770852012;6.666666667
;;;;;;;;365;2.562292864;86.66666667
;;;;;;;;169;2.227886705;66.66666667
;;;;;;;;30;1.477121255;26.66666667
;;;;;;;;28;1.447158031;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;45;1.653212514;20
;;;;;;;;11;1.041392685;40
;;;;;;;;14;1.146128036;33.33333333
;;;;;;;;23;1.361727836;53.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;302;2.480006943;80
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;10;1;20
;;;;;;;;41;1.612783857;86.66666667
;;;;;;;;57;1.755874856;40
;;;;;;;;56;1.748188027;73.33333333
;;;;;;;;27;1.431363764;53.33333333
;;;;;;;;16;1.204119983;20
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;22;1.342422681;60
;;;;;;;;45;1.653212514;33.33333333
;;;;;;;;61;1.785329835;66.66666667
;;;;;;;;29;1.462397998;6.666666667
;;;;;;;;31;1.491361694;20
;;;;;;;;647;2.810904281;100
;;;;;;;;7;0.84509804;40
;;;;;;;;4;0.602059991;20
;;;;;;;;126;2.100370545;26.66666667
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;52;1.716003344;20
;;;;;;;;34;1.531478917;33.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;14;1.146128036;66.66666667
;;;;;;;;167;2.222716471;80
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;41;1.612783857;60
;;;;;;;;3;0.477121255;20
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;152;2.181843588;60
;;;;;;;;5;0.698970004;20
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;954;2.979548375;40
;;;;;;;;12;1.079181246;40
;;;;;;;;8256;3.916769684;100
;;;;;;;;29;1.462397998;33.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;28;1.447158031;60
;;;;;;;;22;1.342422681;13.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;82;1.913813852;46.66666667
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;274;2.437750563;100
;;;;;;;;219;2.340444115;66.66666667
;;;;;;;;47;1.672097858;40
;;;;;;;;1160;3.064457989;100
;;;;;;;;4;0.602059991;20
;;;;;;;;24;1.380211242;26.66666667
;;;;;;;;234;2.369215857;60
;;;;;;;;4597;3.662474504;93.33333333
;;;;;;;;22;1.342422681;33.33333333
;;;;;;;;81;1.908485019;33.33333333
;;;;;;;;1727;3.237292338;93.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;534;2.727541257;93.33333333
;;;;;;;;216;2.334453751;93.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;12;1.079181246;46.66666667
;;;;;;;;19;1.278753601;53.33333333
;;;;;;;;105;2.021189299;80
;;;;;;;;215;2.33243846;93.33333333
;;;;;;;;41;1.612783857;80
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;4;0.602059991;20
;;;;;;;;529;2.723455672;100
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;135;2.130333768;6.666666667
;;;;;;;;31;1.491361694;40
;;;;;;;;1;0;6.666666667
;;;;;;;;118;2.071882007;40
;;;;;;;;133;2.123851641;66.66666667
;;;;;;;;10;1;46.66666667
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;41;1.612783857;53.33333333
;;;;;;;;32;1.505149978;20
;;;;;;;;22;1.342422681;20
;;;;;;;;6393;3.805704704;100
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;2889;3.460747542;46.66666667
;;;;;;;;10;1;6.666666667
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;13;1.113943352;60
;;;;;;;;29;1.462397998;6.666666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;64;1.806179974;80
;;;;;;;;11;1.041392685;46.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;115;2.06069784;86.66666667
;;;;;;;;219;2.340444115;40
;;;;;;;;270;2.431363764;33.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;706;2.848804701;93.33333333
;;;;;;;;71;1.851258349;60
;;;;;;;;158;2.198657087;46.66666667
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;7;0.84509804;46.66666667
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;15;1.176091259;53.33333333
;;;;;;;;24;1.380211242;20
;;;;;;;;111;2.045322979;6.666666667
;;;;;;;;84;1.924279286;80
;;;;;;;;1;0;6.666666667
;;;;;;;;18;1.255272505;46.66666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;21;1.322219295;46.66666667
;;;;;;;;21;1.322219295;73.33333333
;;;;;;;;11;1.041392685;26.66666667
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;97;1.986771734;73.33333333
;;;;;;;;50;1.698970004;66.66666667
;;;;;;;;68;1.832508913;26.66666667
;;;;;;;;181;2.257678575;93.33333333
;;;;;;;;32;1.505149978;86.66666667
;;;;;;;;9;0.954242509;20
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;45;1.653212514;26.66666667
;;;;;;;;11;1.041392685;20
;;;;;;;;1;0;6.666666667
;;;;;;;;201;2.303196057;100
;;;;;;;;34;1.531478917;33.33333333
;;;;;;;;21;1.322219295;73.33333333
;;;;;;;;129;2.11058971;73.33333333
;;;;;;;;64;1.806179974;86.66666667
;;;;;;;;87;1.939519253;86.66666667
;;;;;;;;26;1.414973348;40
;;;;;;;;25;1.397940009;53.33333333
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;9;0.954242509;20
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;49;1.69019608;6.666666667
;;;;;;;;172;2.235528447;80
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;11;1.041392685;60
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;296;2.471291711;86.66666667
;;;;;;;;3;0.477121255;20
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;86;1.934498451;80
;;;;;;;;1180;3.071882007;86.66666667
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;72;1.857332496;73.33333333
;;;;;;;;46;1.662757832;40
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;257;2.409933123;46.66666667
;;;;;;;;50;1.698970004;66.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;17;1.230448921;40
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;27;1.431363764;53.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;19;1.278753601;73.33333333
;;;;;;;;20;1.301029996;20
;;;;;;;;31;1.491361694;53.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;17;1.230448921;40
;;;;;;;;71;1.851258349;73.33333333
;;;;;;;;17;1.230448921;33.33333333
;;;;;;;;1343;3.128076013;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;1266;3.102433706;93.33333333
;;;;;;;;20;1.301029996;33.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;163;2.212187604;6.666666667
;;;;;;;;11;1.041392685;40
;;;;;;;;36;1.556302501;46.66666667
;;;;;;;;14;1.146128036;33.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;47;1.672097858;100
;;;;;;;;12;1.079181246;40
;;;;;;;;34;1.531478917;26.66666667
;;;;;;;;60;1.77815125;26.66666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;338;2.5289167;66.66666667
;;;;;;;;6;0.77815125;6.666666667
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;22;1.342422681;20
;;;;;;;;1;0;6.666666667
;;;;;;;;339;2.530199698;93.33333333
;;;;;;;;28;1.447158031;26.66666667
;;;;;;;;69;1.838849091;53.33333333
;;;;;;;;37;1.568201724;53.33333333
;;;;;;;;178;2.250420002;93.33333333
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;747;2.873320602;86.66666667
;;;;;;;;34;1.531478917;80
;;;;;;;;10;1;26.66666667
;;;;;;;;41;1.612783857;60
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;22;1.342422681;20
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;104;2.017033339;80
;;;;;;;;1;0;6.666666667
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;216;2.334453751;80
;;;;;;;;27;1.431363764;66.66666667
;;;;;;;;3;0.477121255;20
;;;;;;;;394;2.595496222;93.33333333
;;;;;;;;67;1.826074803;86.66666667
;;;;;;;;941;2.973589623;93.33333333
;;;;;;;;3262;3.513483957;100
;;;;;;;;6;0.77815125;20
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;18;1.255272505;60
;;;;;;;;63;1.799340549;33.33333333
;;;;;;;;50;1.698970004;80
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;10;1;6.666666667
;;;;;;;;43;1.633468456;66.66666667
;;;;;;;;133;2.123851641;60
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;159;2.201397124;46.66666667
;;;;;;;;67;1.826074803;20
;;;;;;;;7;0.84509804;46.66666667
;;;;;;;;91;1.959041392;33.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;4216;3.624900602;86.66666667
;;;;;;;;2723;3.435047641;100
;;;;;;;;18;1.255272505;20
;;;;;;;;37;1.568201724;66.66666667
;;;;;;;;75;1.875061263;73.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;77;1.886490725;73.33333333
;;;;;;;;188;2.274157849;73.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;9;0.954242509;40
;;;;;;;;2559;3.408070286;100
;;;;;;;;26;1.414973348;20
;;;;;;;;28;1.447158031;20
;;;;;;;;37;1.568201724;80
;;;;;;;;32;1.505149978;60
;;;;;;;;48;1.681241237;46.66666667
;;;;;;;;24;1.380211242;73.33333333
;;;;;;;;124;2.093421685;86.66666667
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;72;1.857332496;80
;;;;;;;;28;1.447158031;60
;;;;;;;;381;2.580924976;73.33333333
;;;;;;;;11;1.041392685;53.33333333
;;;;;;;;62;1.792391689;33.33333333
;;;;;;;;3847;3.585122186;93.33333333
;;;;;;;;96;1.982271233;33.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;122;2.086359831;80
;;;;;;;;1;0;6.666666667
;;;;;;;;18967;4.277998644;100
;;;;;;;;52;1.716003344;26.66666667
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;78;1.892094603;86.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;94;1.973127854;73.33333333
;;;;;;;;114;2.056904851;33.33333333
;;;;;;;;227;2.356025857;86.66666667
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;69;1.838849091;20
;;;;;;;;7;0.84509804;20
;;;;;;;;6;0.77815125;6.666666667
;;;;;;;;1252;3.097604329;93.33333333
;;;;;;;;100;2;20
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;172;2.235528447;73.33333333
;;;;;;;;55;1.740362689;33.33333333
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;8;0.903089987;20
;;;;;;;;342;2.534026106;93.33333333
;;;;;;;;10;1;13.33333333
;;;;;;;;95;1.977723605;80
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;48;1.681241237;13.33333333
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;39;1.591064607;46.66666667
;;;;;;;;53;1.72427587;93.33333333
;;;;;;;;260;2.414973348;73.33333333
;;;;;;;;400;2.602059991;80
;;;;;;;;31;1.491361694;60
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;44;1.643452676;26.66666667
;;;;;;;;294;2.46834733;73.33333333
;;;;;;;;24;1.380211242;6.666666667
;;;;;;;;1197;3.07809415;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;3;0.477121255;20
;;;;;;;;19;1.278753601;53.33333333
;;;;;;;;34;1.531478917;13.33333333
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;62;1.792391689;73.33333333
;;;;;;;;71;1.851258349;66.66666667
;;;;;;;;1202;3.079904468;86.66666667
;;;;;;;;163;2.212187604;53.33333333
;;;;;;;;5568;3.745699227;100
;;;;;;;;24;1.380211242;33.33333333
;;;;;;;;24;1.380211242;20
;;;;;;;;77;1.886490725;100
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;603;2.780317312;86.66666667
;;;;;;;;5943;3.77400573;100
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;17;1.230448921;60
;;;;;;;;215;2.33243846;93.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;77;1.886490725;73.33333333
;;;;;;;;105;2.021189299;73.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;50;1.698970004;80
;;;;;;;;24;1.380211242;26.66666667
;;;;;;;;48;1.681241237;40
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;17;1.230448921;26.66666667
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;278;2.444044796;93.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;47;1.672097858;40
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;113;2.053078443;86.66666667
;;;;;;;;155;2.190331698;66.66666667
;;;;;;;;5;0.698970004;20
;;;;;;;;26;1.414973348;53.33333333
;;;;;;;;3550;3.550228353;100
;;;;;;;;8;0.903089987;20
;;;;;;;;52;1.716003344;73.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;57;1.755874856;86.66666667
;;;;;;;;147;2.167317335;86.66666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;9;0.954242509;46.66666667
;;;;;;;;151;2.178976947;86.66666667
;;;;;;;;34;1.531478917;46.66666667
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;43;1.633468456;46.66666667
;;;;;;;;2;0.301029996;13.33333333
