OTU;T0;C;A1;A3;HS;C_C;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-33377;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;6.666666667
OTU-50239;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;13.33333333
OTU-2586;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;47;1.672097858;33.33333333
OTU-50559;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;11;1.041392685;33.33333333
OTU-59219;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-12382;1;1;0;1;0;1;1;0;1;1;1;0;1;1;1;88;1.944482672;73.33333333
OTU-19765;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;482;2.683047038;80
OTU-34863;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;9;0.954242509;26.66666667
OTU-37085;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;27;1.431363764;53.33333333
OTU-6492;1;1;0;0;0;1;1;0;1;1;0;0;0;0;1;21;1.322219295;46.66666667
OTU-10946;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0.301029996;13.33333333
OTU-85307;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;26;1.414973348;20
OTU-30958;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0.477121255;13.33333333
OTU-5932;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;16;1.204119983;46.66666667
OTU-54273;0;0;1;0;0;1;1;0;1;1;1;0;1;0;1;51;1.707570176;53.33333333
OTU-5880;1;1;0;0;0;1;1;0;1;1;1;1;1;0;1;81;1.908485019;66.66666667
OTU-143766;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-74493;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;13.33333333
OTU-1323;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;63;1.799340549;53.33333333
OTU-47042;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;30;1.477121255;20
OTU-77399;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-33533;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;7;0.84509804;26.66666667
OTU-51603;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;4;0.602059991;20
OTU-103228;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;17;1.230448921;26.66666667
OTU-107851;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;6;0.77815125;26.66666667
OTU-51465;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;72;1.857332496;73.33333333
OTU-80697;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-52369;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;12;1.079181246;40
OTU-231818;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;6.666666667
OTU-50732;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;13;1.113943352;40
OTU-162051;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;44;1.643452676;80
OTU-117342;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;15;1.176091259;40
OTU-17868;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;22;1.342422681;73.33333333
OTU-80253;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;46;1.662757832;86.66666667
OTU-257;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4189;3.62211036;100
OTU-195913;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;43;1.633468456;73.33333333
OTU-16308;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;36;1.556302501;73.33333333
OTU-239849;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;6.666666667
OTU-2610;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1;78;1.892094603;53.33333333
OTU-238395;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;53;1.72427587;13.33333333
OTU-129073;1;1;1;0;0;1;1;0;1;1;1;0;1;1;1;95;1.977723605;73.33333333
OTU-67501;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;22;1.342422681;20
OTU-96675;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;13.33333333
OTU-1338;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1006;3.002597981;46.66666667
OTU-155054;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;33;1.51851394;40
OTU-232916;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;135;2.130333768;33.33333333
OTU-236404;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;75;1.875061263;26.66666667
OTU-158858;0;0;1;1;0;1;1;1;1;1;1;0;1;1;0;23;1.361727836;66.66666667
OTU-232703;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;6.666666667
OTU-215893;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1.462397998;6.666666667
OTU-236306;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;140;2.146128036;13.33333333
OTU-779;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1228;3.089198367;93.33333333
OTU-71006;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;95;1.977723605;80
OTU-189551;0;1;1;1;0;1;1;1;1;1;0;0;1;1;0;40;1.602059991;66.66666667
OTU-189622;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;105;2.021189299;80
OTU-556;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;178;2.250420002;86.66666667
OTU-47554;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;158;2.198657087;93.33333333
OTU-76047;0;1;0;1;0;0;0;1;0;0;0;0;1;1;1;10;1;40
OTU-35331;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;218;2.338456494;100
OTU-236190;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;26;1.414973348;13.33333333
OTU-136534;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;31;1.491361694;73.33333333
OTU-176160;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;333;2.522444234;93.33333333
OTU-165922;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;14;1.146128036;40
OTU-18059;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;10;1;40
OTU-179608;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;32;1.505149978;80
OTU-112723;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;45;1.653212514;66.66666667
OTU-16170;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;276;2.440909082;93.33333333
OTU-52192;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;284;2.45331834;100
OTU-297;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1697;3.229681842;100
OTU-102083;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;15;1.176091259;40
OTU-2527;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;100;2;40
OTU-48432;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;52;1.716003344;13.33333333
OTU-29508;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;9;0.954242509;40
OTU-67173;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-98630;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-63950;1;1;1;0;0;0;1;1;1;0;0;0;1;0;1;41;1.612783857;53.33333333
OTU-1322;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;20
OTU-51101;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;15;1.176091259;33.33333333
OTU-5063;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;64;1.806179974;73.33333333
OTU-2072;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;36;1.556302501;73.33333333
OTU-138546;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;27;1.431363764;40
OTU-2548;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;15;1.176091259;53.33333333
OTU-2407;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;139;2.1430148;33.33333333
OTU-49000;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;13;1.113943352;40
OTU-77799;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-1920;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;27;1.431363764;53.33333333
OTU-17825;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;442;2.645422269;60
OTU-105504;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;242;2.383815366;73.33333333
OTU-103982;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;8;0.903089987;26.66666667
OTU-94364;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;13.33333333
OTU-53192;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;13.33333333
OTU-276631;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1.770852012;6.666666667
OTU-9734;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;153;2.184691431;26.66666667
OTU-4024;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;497;2.696356389;80
OTU-241708;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;6.666666667
OTU-4543;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;188;2.274157849;20
OTU-64295;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;270;2.431363764;33.33333333
OTU-233301;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;279;2.445604203;20
OTU-87015;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;10;1;26.66666667
OTU-35168;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;22;1.342422681;26.66666667
OTU-14804;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;402;2.604226053;86.66666667
OTU-52482;0;0;1;1;0;1;1;1;1;1;0;0;1;0;0;11;1.041392685;53.33333333
OTU-12503;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;42;1.62324929;60
OTU-28594;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;59;1.770852012;26.66666667
OTU-1728;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;3204;3.505692507;86.66666667
OTU-31291;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;96;1.982271233;73.33333333
OTU-2589;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;13;1.113943352;33.33333333
OTU-191899;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4116;3.614475366;100
OTU-94074;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;46;1.662757832;53.33333333
OTU-278816;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;40;1.602059991;53.33333333
OTU-66600;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;71;1.851258349;73.33333333
OTU-327;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1610;3.206825876;86.66666667
OTU-10383;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1351;3.130655349;93.33333333
OTU-14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18160;4.259115844;100
OTU-8895;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;259;2.413299764;93.33333333
OTU-24259;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;116;2.064457989;80
OTU-218135;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7550;3.877946952;100
OTU-99468;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;869;2.939019776;100
OTU-1809;1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;89;1.949390007;66.66666667
OTU-40696;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;86;1.934498451;33.33333333
OTU-47913;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;51;1.707570176;33.33333333
OTU-283502;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;68;1.832508913;6.666666667
OTU-4917;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;59;1.770852012;33.33333333
OTU-3820;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-24520;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-1933;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;41;1.612783857;13.33333333
OTU-985;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;365;2.562292864;100
OTU-9281;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;11;1.041392685;33.33333333
OTU-17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15825;4.199343719;100
OTU-1753;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;254;2.404833717;80
OTU-2221;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;186;2.269512944;26.66666667
OTU-58655;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;20
OTU-196431;0;1;1;1;0;1;0;0;0;1;0;0;1;0;1;51;1.707570176;46.66666667
OTU-1166;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;194;2.28780173;26.66666667
OTU-24206;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-54388;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-92976;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;35;1.544068044;60
OTU-233344;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-210687;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;6.666666667
OTU-56361;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;57;1.755874856;13.33333333
OTU-78924;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;41;1.612783857;46.66666667
OTU-14929;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;72;1.857332496;80
OTU-38611;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;28;1.447158031;60
OTU-138749;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;57;1.755874856;73.33333333
OTU-130941;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;7;0.84509804;33.33333333
OTU-5795;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;644;2.808885867;80
OTU-35680;0;0;1;1;0;1;1;1;0;0;0;0;1;1;0;151;2.178976947;46.66666667
OTU-264;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1430;3.155336037;73.33333333
OTU-51533;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;5;0.698970004;20
OTU-1513;0;0;0;1;0;0;0;0;1;1;1;0;1;1;1;348;2.541579244;46.66666667
OTU-51018;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;28;1.447158031;20
OTU-2742;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;126;2.100370545;26.66666667
OTU-49081;0;1;1;1;1;1;0;0;1;1;0;0;1;0;1;125;2.096910013;60
OTU-49653;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;319;2.503790683;86.66666667
OTU-9530;0;1;1;1;0;0;0;0;1;1;0;0;0;0;1;33;1.51851394;40
OTU-166122;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;154;2.187520721;80
OTU-60091;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;182;2.260071388;86.66666667
OTU-53037;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;627;2.797267541;86.66666667
OTU-51280;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;15;1.176091259;46.66666667
OTU-103598;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;55;1.740362689;86.66666667
OTU-103321;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;19;1.278753601;33.33333333
OTU-47283;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;32;1.505149978;33.33333333
OTU-109927;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.33333333
OTU-2105;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;140;2.146128036;46.66666667
OTU-45832;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1.531478917;6.666666667
OTU-248322;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;82;1.913813852;33.33333333
OTU-77817;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;88;1.944482672;26.66666667
OTU-81126;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;51;1.707570176;20
OTU-43111;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;144;2.158362492;33.33333333
OTU-71005;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-118343;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;31;1.491361694;60
OTU-9835;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;214;2.330413773;86.66666667
OTU-34864;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;9;0.954242509;40
OTU-102343;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;13;1.113943352;40
OTU-58258;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1.322219295;6.666666667
OTU-77841;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-102134;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;84;1.924279286;60
OTU-47132;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;125;2.096910013;60
OTU-32156;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;109;2.037426498;20
OTU-234985;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1.602059991;6.666666667
OTU-236124;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;6.666666667
OTU-150280;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;40;1.602059991;66.66666667
OTU-21786;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;8;0.903089987;26.66666667
OTU-172069;1;1;1;1;0;0;0;0;1;1;1;0;1;0;1;10;1;60
OTU-3185;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;50;1.698970004;86.66666667
OTU-4908;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1030;3.012837225;93.33333333
OTU-144899;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;17;1.230448921;33.33333333
OTU-146365;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;157;2.195899652;93.33333333
OTU-70343;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;94;1.973127854;73.33333333
OTU-51122;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;58;1.763427994;80
OTU-144998;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;138;2.139879086;66.66666667
OTU-110329;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;19;1.278753601;66.66666667
OTU-14972;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;131;2.117271296;26.66666667
OTU-88;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2547;3.406028945;93.33333333
OTU-93545;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;51;1.707570176;80
OTU-32149;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;659;2.818885415;46.66666667
OTU-10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;28648;4.457094308;100
OTU-118219;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;46;1.662757832;66.66666667
OTU-51123;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;13;1.113943352;46.66666667
OTU-68883;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;77;1.886490725;73.33333333
OTU-71558;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;62;1.792391689;73.33333333
OTU-138361;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;47;1.672097858;66.66666667
OTU-30465;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;8;0.903089987;40
OTU-141524;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;16;1.204119983;60
OTU-102840;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;17;1.230448921;40
OTU-29849;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;32;1.505149978;60
OTU-8507;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-43372;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;8;0.903089987;13.33333333
OTU-55402;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;6.666666667
OTU-101141;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;14;1.146128036;26.66666667
OTU-27158;0;1;1;1;0;1;0;1;0;0;0;1;1;0;1;12;1.079181246;53.33333333
OTU-101863;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;39;1.591064607;60
OTU-106306;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;58;1.763427994;80
OTU-8047;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;84;1.924279286;86.66666667
OTU-102649;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;93;1.968482949;73.33333333
OTU-130490;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;24;1.380211242;46.66666667
OTU-58828;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;6788;3.831741834;93.33333333
OTU-215238;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;144;2.158362492;86.66666667
OTU-136894;0;1;1;0;0;1;1;1;1;1;1;0;1;1;0;67;1.826074803;66.66666667
OTU-116878;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;336;2.526339277;66.66666667
OTU-25167;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;25;1.397940009;66.66666667
OTU-47546;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;141;2.149219113;33.33333333
OTU-162322;1;1;1;0;0;1;1;0;1;1;1;0;0;1;0;14;1.146128036;60
OTU-112109;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;196;2.292256071;80
OTU-171014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;353;2.547774705;100
OTU-246196;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;52;1.716003344;26.66666667
OTU-244223;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;92;1.963787827;93.33333333
OTU-19151;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;101;2.004321374;33.33333333
OTU-242580;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;6.666666667
OTU-92358;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1.698970004;6.666666667
OTU-96376;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;97;1.986771734;40
OTU-1609;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2266;3.355259906;100
OTU-1218;1;1;1;1;0;1;1;0;0;0;0;0;1;1;0;33;1.51851394;53.33333333
OTU-235116;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;28;1.447158031;26.66666667
OTU-1045;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1046;3.019531685;93.33333333
OTU-146592;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1;67;1.826074803;66.66666667
OTU-234015;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;130;2.113943352;26.66666667
OTU-64248;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;115;2.06069784;86.66666667
OTU-940;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;282;2.450249108;100
OTU-207403;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;444;2.64738297;93.33333333
OTU-112302;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;778;2.890979597;100
OTU-100872;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;92;1.963787827;66.66666667
OTU-109506;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;73;1.86332286;100
OTU-6786;1;1;0;1;0;1;1;1;0;1;0;0;1;1;1;27;1.431363764;66.66666667
OTU-92506;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;151;2.178976947;86.66666667
OTU-181299;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;216;2.334453751;86.66666667
OTU-1148;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;26.66666667
OTU-261833;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;15;1.176091259;40
OTU-112;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5153;3.712060142;100
OTU-22900;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;8;0.903089987;33.33333333
OTU-22981;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;154;2.187520721;86.66666667
OTU-28036;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;53;1.72427587;73.33333333
OTU-93097;0;1;1;0;0;0;0;1;1;0;1;0;0;1;1;27;1.431363764;46.66666667
OTU-110518;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;10;1;33.33333333
OTU-107647;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;83;1.919078092;80
OTU-156758;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;674;2.828659897;73.33333333
OTU-173;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;22235;4.347037134;93.33333333
OTU-102765;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;22;1.342422681;60
OTU-61663;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;45;1.653212514;33.33333333
OTU-35079;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;153;2.184691431;66.66666667
OTU-48211;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;644;2.808885867;86.66666667
OTU-142074;1;1;1;1;0;1;0;0;1;1;0;1;1;0;1;136;2.133538908;66.66666667
OTU-95942;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;451;2.654176542;86.66666667
OTU-142127;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;938;2.972202838;86.66666667
OTU-1023;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2174;3.33725954;93.33333333
OTU-211197;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;3361;3.526468512;93.33333333
OTU-1884;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;34;1.531478917;60
OTU-2216;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;178;2.250420002;80
OTU-23397;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;15;1.176091259;33.33333333
OTU-29156;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;350;2.544068044;86.66666667
OTU-25227;0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;14;1.146128036;40
OTU-232350;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;3031;3.481585936;93.33333333
OTU-878;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;289;2.460897843;40
OTU-215198;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;20
OTU-247936;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;284;2.45331834;20
OTU-19973;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;624;2.79518459;46.66666667
OTU-96990;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;56;1.748188027;20
OTU-109084;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;166;2.220108088;93.33333333
OTU-200798;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;27;1.431363764;80
OTU-99429;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;20;1.301029996;66.66666667
