OTU;T0;Ctrl;US;pH2;pH11;Ox1;Ox2;FT;A1;A2;A3;F1;F2;F3;Fun1;Fun2;Pro;Na;HS;UV;C_C;C_Ox1;Ox1_Ox1;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;C_pH2;pH2_pH2;C_pH11;pH11_pH11;C_F3;F3_F3;C_Fun1;Fun1_Fun1;C_Pro;Pro_Pro;C_UV;UV_UV;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-60558;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;11;1.041392685;20.45454545
OTU-44587;0;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;39;1.591064607;36.36363636
OTU-41898;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;177;2.247973266;38.63636364
OTU-11483;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;118;2.071882007;36.36363636
OTU-7501;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;47;1.672097858;34.09090909
OTU-5481;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;512;2.709269961;86.36363636
OTU-108652;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;353;2.547774705;72.72727273
OTU-17522;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;109;2.037426498;52.27272727
OTU-13407;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;134;2.127104798;45.45454545
OTU-7739;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;1;0;149;2.173186268;63.63636364
OTU-41697;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;13;1.113943352;15.90909091
OTU-11494;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;9;0.954242509;15.90909091
OTU-2768;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4154;3.618466492;95.45454545
OTU-11099;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;198;2.29666519;43.18181818
OTU-11363;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;690;2.838849091;90.90909091
OTU-26943;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;391;2.592176757;54.54545455
OTU-16422;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;78;1.892094603;52.27272727
OTU-5436;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;1;0;1;1;416;2.619093331;70.45454545
OTU-220140;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;148;2.170261715;52.27272727
OTU-119919;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0.698970004;6.818181818
OTU-155147;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49;1.69019608;20.45454545
OTU-41308;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;45;1.653212514;52.27272727
OTU-9854;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;157;2.195899652;65.90909091
OTU-120589;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;0;0;1;1;0;241;2.382017043;54.54545455
OTU-51404;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;85;1.929418926;59.09090909
OTU-11337;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;523;2.718501689;81.81818182
OTU-60612;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;79;1.897627091;54.54545455
OTU-15977;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;1;0;0;1;1;0;25;1.397940009;34.09090909
OTU-11810;1;1;0;1;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;36;1.556302501;38.63636364
OTU-11579;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1.447158031;20.45454545
OTU-98;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1140;3.056904851;81.81818182
OTU-71112;0;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;115;2.06069784;54.54545455
OTU-11117;0;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;1.929418926;27.27272727
OTU-7289;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;25;1.397940009;18.18181818
OTU-5486;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;2030;3.307496038;79.54545455
OTU-78040;0;0;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1.477121255;20.45454545
OTU-29971;0;1;1;0;0;0;0;1;1;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;162;2.209515015;43.18181818
OTU-120322;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;64;1.806179974;47.72727273
OTU-68465;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;57;1.755874856;9.090909091
OTU-45920;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;1;9.090909091
OTU-40699;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1.544068044;27.27272727
OTU-66651;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;23;1.361727836;15.90909091
OTU-72191;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;26;1.414973348;9.090909091
OTU-40214;1;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;68;1.832508913;54.54545455
OTU-11557;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;156;2.193124598;52.27272727
OTU-26944;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;1;1;270;2.431363764;72.72727273
OTU-5460;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;1.995635195;34.09090909
OTU-219414;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;35;1.544068044;25
OTU-72192;0;1;1;1;1;0;1;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;49;1.69019608;27.27272727
OTU-19794;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;1;1;0;0;1;1;538;2.730782276;63.63636364
OTU-63805;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;811;2.909020854;81.81818182
OTU-13435;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;0;746;2.872738827;81.81818182
OTU-118897;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1;1;1;0;1;1;0;32;1.505149978;31.81818182
OTU-85722;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;118;2.071882007;79.54545455
OTU-99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8294;3.918764031;97.72727273
OTU-67357;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;87;1.939519253;36.36363636
OTU-5591;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;751;2.875639937;86.36363636
OTU-40257;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1206;3.081347308;61.36363636
OTU-50986;0;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;94;1.973127854;40.90909091
OTU-12571;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;150;2.176091259;50
OTU-32222;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;21;1.322219295;13.63636364
OTU-120207;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;20;1.301029996;11.36363636
OTU-56797;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1194;3.077004327;75
OTU-24565;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4684;3.670616886;93.18181818
OTU-91657;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;103;2.012837225;27.27272727
OTU-63663;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0;1;0;405;2.607455023;63.63636364
OTU-53887;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;158;2.198657087;50
OTU-5665;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.818181818
OTU-64042;0;0;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;1.826074803;29.54545455
OTU-11872;0;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;127;2.103803721;47.72727273
OTU-2881;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;346;2.539076099;70.45454545
OTU-11596;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;4.545454545
OTU-39420;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;621;2.7930916;93.18181818
OTU-5561;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;302;2.480006943;59.09090909
OTU-19730;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;88;1.944482672;27.27272727
OTU-11469;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1.86923172;18.18181818
OTU-46273;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;102;2.008600172;27.27272727
OTU-384;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1131;3.053462605;65.90909091
OTU-57118;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;35;1.544068044;25
OTU-11118;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;1;61;1.785329835;54.54545455
OTU-43399;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;22;1.342422681;25
OTU-8456;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8818;3.945370094;100
OTU-37350;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;0;848;2.928395852;72.72727273
OTU-29872;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;587;2.768638101;72.72727273
OTU-154867;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;229;2.359835482;63.63636364
OTU-99676;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;230;2.361727836;50
OTU-155687;0;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;0;393;2.59439255;63.63636364
OTU-3708;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;594;2.773786445;61.36363636
OTU-41493;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2038;3.30920418;90.90909091
OTU-11416;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;2.190331698;34.09090909
OTU-1350;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;244;2.387389826;50
OTU-34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3591;3.555215405;100
OTU-12647;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;1.079181246;6.818181818
OTU-49712;1;1;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;45;1.653212514;34.09090909
OTU-12596;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;0;426;2.629409599;72.72727273
OTU-3521;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;1;15.90909091
OTU-30464;0;1;1;1;1;0;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;61;1.785329835;25
OTU-245;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;0;188;2.274157849;65.90909091
OTU-6419;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;1.361727836;15.90909091
OTU-40971;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1.397940009;13.63636364
OTU-43433;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;11.36363636
OTU-56221;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;11.36363636
OTU-87369;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;18;1.255272505;15.90909091
OTU-68668;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;4.545454545
OTU-53376;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1.301029996;15.90909091
OTU-26590;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;67;1.826074803;38.63636364
OTU-112046;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;21;1.322219295;22.72727273
OTU-199780;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;1;0;162;2.209515015;38.63636364
OTU-135728;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;11;1.041392685;11.36363636
OTU-11180;0;0;1;1;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;60;1.77815125;29.54545455
OTU-11411;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;34;1.531478917;34.09090909
OTU-6464;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;144;2.158362492;65.90909091
OTU-90992;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;11;1.041392685;15.90909091
OTU-11174;1;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;25;1.397940009;40.90909091
OTU-44864;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;15.90909091
OTU-11097;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;104;2.017033339;29.54545455
OTU-6017;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1.612783857;20.45454545
OTU-12124;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;167;2.222716471;50
OTU-68554;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;36;1.556302501;36.36363636
OTU-11646;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;18;1.255272505;20.45454545
OTU-11990;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;9.090909091
OTU-11079;0;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;72;1.857332496;36.36363636
OTU-7483;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;23;1.361727836;22.72727273
OTU-62749;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;11.36363636
OTU-5919;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;433;2.636487896;63.63636364
OTU-11130;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1341;3.127428778;65.90909091
